time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2
3.816227,0.0289712928228,-1.28579557099,-1.136679222,1.78765668619,0.711024090453,1.45754752837,-0.464009446199,0.876177119446,-0.861548672644,-0.0388017380827,0.759522035852,0.036766636691,1.63532230737,0.0743355090609
3.826216,0.031096505721,-1.28540906129,-1.13671591111,1.78784496716,0.710886038131,1.45797281968,-0.461766405567,0.879283814533,-0.861152188536,-0.0388603709018,0.759704332172,0.0365281752838,1.63565051441,0.0776790598707
3.836205,0.0331381140293,-1.28506446229,-1.13654829422,1.78791980378,0.71077646102,1.45832664326,-0.459593720157,0.882304191187,-0.860797642706,-0.0387146370428,0.759773200697,0.0363184667226,1.63590752214,0.0809492124974
3.846194,0.0352062250963,-1.28472186386,-1.13630234355,1.787817587,0.710855691988,1.458518591,-0.457294603632,0.885348353897,-0.860445125047,-0.0384905086598,0.759665032383,0.0362978441686,1.63600292277,0.0843427500724
3.856183,0.0371755260714,-1.28440144916,-1.13622171191,1.78773875376,0.710937522008,1.45856538207,-0.454520107522,0.888290987083,-0.860114818758,-0.0384316385121,0.759580264193,0.036280098875,1.63595343572,0.0882086180047
3.866172,0.039016346382,-1.28417360191,-1.13644972457,1.78794058708,0.710909638836,1.45849572038,-0.451378259721,0.891102417574,-0.859877107589,-0.0386813518064,0.759776179158,0.0361529188613,1.63578776516,0.0924387854855
3.876162,0.0409417026165,-1.28407456917,-1.13660727594,1.78829604766,0.710868243715,1.45813954497,-0.448520388697,0.893995659487,-0.859768238607,-0.038860542902,0.760125737991,0.0360125056259,1.63533585039,0.0963819212773
3.886151,0.0427022995894,-1.28384329267,-1.13641088875,1.78838415688,0.711008463433,1.45783529244,-0.445662287872,0.896721415293,-0.859527153585,-0.0386857344694,0.760207962092,0.036053986195,1.63493612821,0.100322229331
3.896140,0.0446174163328,-1.28355580172,-1.13632837463,1.7883381673,0.711054766657,1.45799166068,-0.442368547996,0.899598780673,-0.859229883683,-0.0386247340368,0.760156105143,0.0360018479937,1.63499731468,0.104694913308
3.906129,0.0467334778063,-1.28349665424,-1.13621661322,1.78808059938,0.711019682746,1.45806601476,-0.43913942066,0.902674286834,-0.859160985746,-0.0385344236237,0.759892686958,0.0358686095106,1.63497676434,0.108999840752
3.916118,0.0484830526681,-1.28311744357,-1.136328069,1.78796927803,0.711186935324,1.45812911314,-0.436070838894,0.905380572899,-0.858772052404,-0.0386672692894,0.759775531999,0.035937987162,1.63494522868,0.11314115764
3.926107,0.0501478889143,-1.28256262882,-1.13657744247,1.78802199506,0.71154681306,1.45821035306,-0.43302375818,0.907999385056,-0.858207542781,-0.0389379714913,0.759822432102,0.036200269802,1.63493210514,0.117257906465
3.936096,0.0520535423466,-1.28189828812,-1.13665182081,1.78806056939,0.711835612863,1.45804853417,-0.430146097596,0.910856277417,-0.857533535017,-0.0390336173618,0.759855206201,0.0363917545105,1.6346761935,0.121202166255
3.946085,0.0540818589995,-1.2811941309,-1.13674488391,1.78802418041,0.712008760037,1.45780770315,-0.42751994251,0.913833094449,-0.856819738561,-0.0391478867744,0.759813033681,0.0364678667547,1.63434154063,0.124891849883
3.956074,0.0561147357241,-1.28070313645,-1.13687513687,1.78794351274,0.712067256445,1.45773752479,-0.425000799868,0.91681173155,-0.856319132723,-0.0392992847806,0.759726599176,0.0364296085437,1.63417781145,0.128471448772
3.966064,0.0581538719282,-1.28051208307,-1.13685029012,1.78789837678,0.711889666167,1.45776813415,-0.422550340641,0.91979388679,-0.856118495821,-0.0392955217959,0.759675713096,0.0361555440964,1.63411514115,0.131979290456
3.976053,0.0600844192908,-1.28043638904,-1.13669453435,1.78790877452,0.711601475717,1.45772059716,-0.420346042236,0.922664710627,-0.856033246135,-0.0391607884678,0.759680377445,0.0357711600502,1.63397459578,0.135237896154
3.986042,0.0617533136264,-1.2802934868,-1.13659391318,1.78791370945,0.711626329771,1.45761627459,-0.418478836459,0.925271137765,-0.855880816126,-0.0390811283968,0.759679595711,0.035700101196,1.63377753622,0.138156332818
3.996031,0.0633955815191,-1.27990125476,-1.13646018119,1.78793025008,0.711899836083,1.45749044918,-0.416727276341,0.927848193793,-0.855479084209,-0.0389682961415,0.759690436415,0.0358779753887,1.63355924532,0.140956046297
4.006020,0.0654062326057,-1.27897000832,-1.1361208139,1.78793895209,0.711950422682,1.45731313208,-0.414675810191,0.93079088746,-0.854538365785,-0.0386497671989,0.759693455243,0.0358332107475,1.63328973431,0.144052587293
4.016009,0.0674962696404,-1.27822264646,-1.13581391817,1.78803222772,0.711904786177,1.4571785911,-0.412552626857,0.933810220744,-0.853781559855,-0.0383636484198,0.759781064425,0.0356925039623,1.63306327107,0.147217766082
4.025998,0.0692939745238,-1.27796188295,-1.13604179699,1.78821366635,0.711791847208,1.45733243328,-0.41079267537,0.936534234368,-0.853511382642,-0.0386122373939,0.759956854835,0.0354848003464,1.6331254865,0.15001636321
4.035987,0.071092047811,-1.27719205417,-1.13631536955,1.78833317945,0.711495676153,1.45741360697,-0.408990363003,0.939255854175,-0.852732168228,-0.0389064583527,0.760070736549,0.0350941472282,1.63311530667,0.152854224012
4.045976,0.0727420825957,-1.27614006563,-1.13648452783,1.78829058102,0.711321507455,1.45747306389,-0.406956717234,0.941826687412,-0.851670821983,-0.0390962035843,0.760022523495,0.0348257776046,1.63308368191,0.15592033688
4.055966,0.0744082173979,-1.27535310642,-1.13684723773,1.78826707535,0.711256113855,1.45767028573,-0.404914472651,0.944410872284,-0.850874532994,-0.0394794389932,0.759993419959,0.0346664642483,1.63319009392,0.158991966874
4.065955,0.0763354508126,-1.27443095471,-1.13702313127,1.78838752081,0.711155085976,1.4579653473,-0.403117769839,0.947253407172,-0.849943079433,-0.0396757965896,0.760108284312,0.0344717978034,1.63339461753,0.161814973167
4.075944,0.0783051189631,-1.27332660759,-1.1367758614,1.78857099579,0.710891176444,1.45825992774,-0.401597801833,0.950135628089,-0.848829458412,-0.0394489293297,0.760286194947,0.0341145309086,1.63359893192,0.164358162602
4.085933,0.0799923083945,-1.27226873775,-1.13652090056,1.78875780384,0.710339419223,1.45850227022,-0.400174022277,0.95273262157,-0.847762342589,-0.0392143096296,0.760467455411,0.033469697528,1.63375128023,0.166802081522
4.095922,0.0814653858235,-1.27120712468,-1.13656719954,1.78888284128,0.709621163569,1.45877450922,-0.398611960114,0.955112754419,-0.846691511477,-0.0392808883068,0.76058696203,0.032658646909,1.63393379695,0.169381201084
4.105911,0.0830625165115,-1.26996100619,-1.13666098029,1.78879894302,0.7090279504,1.45897058535,-0.396891505446,0.957614192085,-0.845436202874,-0.039394887299,0.760497549701,0.0319729199507,1.63404042266,0.172115631395
4.115900,0.0848199215356,-1.26868277799,-1.13657126709,1.78846603907,0.708539149165,1.45875985379,-0.395278263884,0.96027315593,-0.844148812493,-0.0393253309021,0.760159148438,0.0313918860719,1.63374051251,0.174739767163
4.125889,0.0863427137844,-1.26758352798,-1.13646821569,1.78816206982,0.707704294701,1.45843192442,-0.393943856492,0.962694759221,-0.843040428225,-0.0392423748754,0.759849698633,0.0304650800718,1.63332367636,0.177081987748
4.135878,0.0875546336836,-1.26635412032,-1.13637657879,1.78824171731,0.706106747747,1.4584770416,-0.392716302832,0.964802742859,-0.841801914226,-0.0391707719235,0.759923882324,0.0287758626404,1.63328015851,0.179314274124
4.145868,0.0888060860743,-1.2646887378,-1.13626497773,1.78851971581,0.704497210055,1.45864318405,-0.391313287708,0.966947468552,-0.840127453726,-0.0390791424162,0.760196434038,0.0270749399422,1.63335794195,0.18171889312
4.155857,0.0903418034831,-1.26300555819,-1.1362574607,1.78855632834,0.703608814625,1.45863286346,-0.390202238368,0.969373502053,-0.838435226183,-0.0390915308326,0.760227617809,0.0260954620397,1.63325955486,0.183828230491
4.165846,0.0918941802016,-1.26125933791,-1.13624174397,1.7883400206,0.702631338238,1.45860694288,-0.389258298196,0.971813449724,-0.836679985882,-0.0390956581634,0.76000589805,0.025027184017,1.63314583933,0.18576738064
4.175835,0.0934380494572,-1.25935312302,-1.13629932177,1.78807575176,0.701206633191,1.45859207477,-0.387811161183,0.974242145666,-0.834764778847,-0.0391730186727,0.759736233928,0.0235119580826,1.63304344771,0.188206650557
4.185824,0.0949893671838,-1.25752620062,-1.13632660231,1.78787956565,0.699592379662,1.45845269327,-0.386273923995,0.976675546775,-0.83292889218,-0.0392200205936,0.75953466926,0.0218074643158,1.63281681405,0.190732944655
4.195813,0.09648800949,-1.25571799632,-1.13621128612,1.78770749156,0.698148731146,1.45825075431,-0.385026829856,0.979053530211,-0.831111751487,-0.0391243644686,0.759357233334,0.0202738561047,1.6325278942,0.192966020886
4.205802,0.0980460091027,-1.25355416967,-1.13615343461,1.78757939054,0.696901609636,1.45809523777,-0.383952123929,0.981488129836,-0.828939016306,-0.0390861117428,0.759223787187,0.0189370553254,1.6322856679,0.195023635363
4.215791,0.0996249074275,-1.25100713775,-1.13633806143,1.78753293132,0.69548050252,1.45794596193,-0.382663747216,0.983940888278,-0.826383103691,-0.0392902760769,0.759171999553,0.0174265492407,1.63204995333,0.197291848455
4.225780,0.100957736512,-1.24855654982,-1.1366215178,1.78756757383,0.693701614767,1.45771878712,-0.380986070655,0.986144838894,-0.823923662897,-0.0395932087438,0.759201330346,0.0155585426856,1.63173661066,0.199946290689
4.235770,0.102080784207,-1.24651857972,-1.13675323696,1.78768110748,0.691881911621,1.45738697368,-0.379292921475,0.988136270923,-0.821876867756,-0.0397443430045,0.759309568973,0.0136500007632,1.63131890012,0.202613136395
4.245759,0.103499712038,-1.24448658237,-1.13674920802,1.78783303062,0.690324716046,1.45685378565,-0.378146632384,0.990420847365,-0.819836073167,-0.0397596679972,0.759456213767,0.0120042462853,1.63070008561,0.204730054519
4.255748,0.105234155781,-1.24193178013,-1.13673951976,1.78786096297,0.688845148506,1.455950758,-0.377268215655,0.993018205551,-0.817272501473,-0.0397692725407,0.759478884441,0.0104363995584,1.62971170192,0.20657603453
4.265737,0.106812292708,-1.23925097456,-1.13672983201,1.78785513637,0.687281844428,1.45485492714,-0.375942855193,0.995456524389,-0.81458295421,-0.0397788164919,0.759467812831,0.00878509583992,1.62853078532,0.208865894356
4.275726,0.108007325832,-1.23660560831,-1.13672014498,1.78804266253,0.685726543147,1.45392689927,-0.37423985072,0.997508907274,-0.811928875055,-0.0397882978542,0.759650111246,0.0071420846577,1.62751795184,0.211530222578
4.285715,0.108864502082,-1.23371436951,-1.13663866642,1.78807586083,0.68409745104,1.45294908988,-0.372459577824,0.999220552531,-0.809028952632,-0.0397259232819,0.759678099373,0.00542557736148,1.62645562182,0.214268589111
4.295704,0.110210445229,-1.23078020557,-1.13666054713,1.7878716701,0.68250969087,1.45179525874,-0.370640859676,1.00141823794,-0.806086132775,-0.0397668470034,0.759468715089,0.00375068095663,1.62521753974,0.217042343469
4.305693,0.111803390015,-1.22792168014,-1.13688479795,1.78766208798,0.681087288108,1.45049680783,-0.368899138036,1.00386020022,-0.803218979116,-0.0400100799235,0.75925395604,0.0022414207141,1.62383510743,0.219736046106
4.315682,0.113089124803,-1.22497803221,-1.1369714864,1.7877160411,0.679600639976,1.44896614411,-0.367118787544,1.00599222978,-0.800266730631,-0.0401156896003,0.759302748819,0.000668193645343,1.62222073162,0.222465324678
