time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.412168,0.597102021684,-0.245053430865,-0.636985522169,1.09756325373,0.954903040459,1.04732538293,-0.457893265184,95.8193969727,-1.55162156695,0.194432064864,0.86478166917,1.96617987487,-2.45091780384,-0.41916025029,-3.05875769104,96.0912017822
0.412261,0.597102021684,-0.245053430865,-0.636985522169,1.09756325373,0.954903040459,1.04732538293,-0.457893265184,95.8193969727,-1.55162156695,0.194432064864,0.86478166917,1.96617987487,-2.45091780384,-0.41916025029,-3.05875769104,96.0912017822
0.422342,0.597485516881,-0.24697090685,-0.636985522169,1.09756325373,0.954519545262,1.04732538293,-0.458276760381,95.8193969727,-1.55162156695,0.194048569668,0.865548659564,1.96733036046,-2.45015081345,-0.419927240684,-3.05837419585,96.0912017822
0.432349,0.597102021684,-0.245436926062,-0.636985522169,1.09717975854,0.954136050065,1.04694188773,-0.457893265184,95.8193969727,-1.55200506214,0.194432064864,0.86478166917,1.96579637968,-2.44976731825,-0.418009764699,-3.05914118624,96.0912017822
0.442390,0.596718526487,-0.245053430865,-0.635451541382,1.09641276814,0.954903040459,1.04732538293,-0.458276760381,95.8193969727,-1.55162156695,0.194432064864,0.86478166917,1.96656337007,-2.44976731825,-0.419543745487,-3.05914118624,96.0912017822
0.452333,0.595951536093,-0.246203916456,-0.636218531775,1.09679626334,0.954519545262,1.04694188773,-0.457893265184,95.8193969727,-1.55200506214,0.194432064864,0.865165164367,1.96694686527,-2.45053430865,-0.419543745487,-3.05914118624,96.0912017822
0.462333,0.597102021684,-0.245053430865,-0.636218531775,1.09717975854,0.954519545262,1.04694188773,-0.457509769987,95.8193969727,-1.55123807175,0.194432064864,0.865165164367,1.96733036046,-2.45053430865,-0.41916025029,-3.05837419585,96.0912017822
0.472322,0.597485516881,-0.245053430865,-0.636602026972,1.09756325373,0.954519545262,1.04770887813,-0.458276760381,95.8193969727,-1.55277205254,0.193665074471,0.865165164367,1.96579637968,-2.45015081345,-0.41916025029,-3.05914118624,96.0912017822
0.482330,0.597102021684,-0.246203916456,-0.636985522169,1.09756325373,0.954519545262,1.04732538293,-0.45712627479,95.8193969727,-1.55200506214,0.194815560061,0.865548659564,1.96656337007,-2.45015081345,-0.420310735881,-3.05952468144,96.0912017822
0.492323,0.596718526487,-0.245053430865,-0.637369017366,1.09756325373,0.954519545262,1.04732538293,-0.458276760381,95.8193969727,-1.55200506214,0.194048569668,0.86478166917,1.96694686527,-2.45015081345,-0.420310735881,-3.05875769104,96.0912017822
0.502333,0.597102021684,-0.245053430865,-0.636985522169,1.09717975854,0.954136050065,1.04770887813,-0.458276760381,95.8193969727,-1.55200506214,0.192898084077,0.865548659564,1.96617987487,-2.45053430865,-0.419543745487,-3.05875769104,96.0912017822
0.512390,0.597485516881,-0.245820421259,-0.636602026972,1.09679626334,0.954903040459,1.04732538293,-0.458276760381,95.8193969727,-1.55238855734,0.194432064864,0.865548659564,1.96694686527,-2.44938382306,-0.419543745487,-3.05875769104,96.0912017822
0.522347,0.597102021684,-0.245053430865,-0.637369017366,1.09756325373,0.953752554868,1.04770887813,-0.457509769987,95.8193969727,-1.55200506214,0.194048569668,0.865932154761,1.96733036046,-2.45015081345,-0.418776755093,-3.05837419585,96.0912017822
0.532376,0.596718526487,-0.245436926062,-0.636985522169,1.09679626334,0.954519545262,1.04655839253,-0.457893265184,95.8193969727,-1.55200506214,0.194048569668,0.865548659564,1.96656337007,-2.45053430865,-0.419927240684,-3.05914118624,96.0912017822
0.542395,0.596718526487,-0.244669935668,-0.636602026972,1.09679626334,0.954519545262,1.04770887813,-0.459043750775,95.8193969727,-1.55238855734,0.193281579274,0.865548659564,1.96617987487,-2.45015081345,-0.419927240684,-3.05914118624,96.0912017822
0.552372,0.597485516881,-0.245436926062,-0.636218531775,1.09756325373,0.954903040459,1.04809237332,-0.457893265184,95.8193969727,-1.55238855734,0.194048569668,0.865932154761,1.96656337007,-2.44938382306,-0.420310735881,-3.05875769104,96.0912017822
0.562351,0.597485516881,-0.245436926062,-0.637752512563,1.09756325373,0.954136050065,1.04732538293,-0.458276760381,95.8193969727,-1.55238855734,0.193665074471,0.865165164367,1.96733036046,-2.44976731825,-0.418776755093,-3.05875769104,96.0912017822
0.572352,0.597102021684,-0.246203916456,-0.636602026972,1.09679626334,0.955286535656,1.04694188773,-0.457509769987,95.8193969727,-1.55238855734,0.194432064864,0.865548659564,1.96694686527,-2.44938382306,-0.419927240684,-3.05875769104,96.0912017822
0.582352,0.596718526487,-0.245436926062,-0.636602026972,1.09717975854,0.954903040459,1.04770887813,-0.457893265184,95.8193969727,-1.55200506214,0.194048569668,0.865548659564,1.96733036046,-2.44900032786,-0.419927240684,-3.05914118624,96.0912017822
0.592387,0.596718526487,-0.245053430865,-0.636985522169,1.09717975854,0.954903040459,1.04770887813,-0.457893265184,95.8193969727,-1.55277205254,0.194048569668,0.865165164367,1.96579637968,-2.45053430865,-0.418776755093,-3.05875769104,96.0912017822
0.602390,0.59633503129,-0.245053430865,-0.636218531775,1.09756325373,0.954136050065,1.04732538293,-0.458660255578,95.8193969727,-1.55315554773,0.194432064864,0.865165164367,1.96733036046,-2.45053430865,-0.419927240684,-3.05837419585,96.0912017822
0.612363,0.59633503129,-0.245053430865,-0.636985522169,1.09679626334,0.954136050065,1.04732538293,-0.457893265184,95.8193969727,-1.55200506214,0.192898084077,0.865548659564,1.96656337007,-2.45015081345,-0.41916025029,-3.05914118624,96.0912017822
0.622411,0.597485516881,-0.246203916456,-0.637369017366,1.09679626334,0.954519545262,1.04847586852,-0.457893265184,95.8193969727,-1.55277205254,0.194432064864,0.86478166917,1.96733036046,-2.45015081345,-0.418776755093,-3.05875769104,96.0912017822
0.632350,0.59633503129,-0.245053430865,-0.636602026972,1.09756325373,0.954136050065,1.04694188773,-0.457509769987,95.8193969727,-1.55277205254,0.192898084077,0.865548659564,1.96694686527,-2.45053430865,-0.420310735881,-3.05914118624,96.0912017822
0.642373,0.596718526487,-0.245436926062,-0.635451541382,1.09717975854,0.954903040459,1.04732538293,-0.457893265184,95.8193969727,-1.55238855734,0.193665074471,0.865165164367,1.96656337007,-2.45091780384,-0.419927240684,-3.05914118624,96.0912017822
0.652389,0.596718526487,-0.245436926062,-0.636218531775,1.09756325373,0.954519545262,1.04694188773,-0.457509769987,95.8193969727,-1.55315554773,0.194432064864,0.865932154761,1.96694686527,-2.45053430865,-0.420310735881,-3.05914118624,96.0912017822
0.662332,0.596718526487,-0.245820421259,-0.637369017366,1.09717975854,0.954519545262,1.04770887813,-0.457893265184,95.8193969727,-1.55277205254,0.194432064864,0.865165164367,1.96656337007,-2.44938382306,-0.419927240684,-3.05875769104,96.0912017822
0.672333,0.596718526487,-0.245436926062,-0.636985522169,1.09794674893,0.954136050065,1.04770887813,-0.45712627479,95.8193969727,-1.55277205254,0.194432064864,0.86478166917,1.96656337007,-2.44976731825,-0.41916025029,-3.05914118624,96.0912017822
0.682331,0.597485516881,-0.245820421259,-0.636985522169,1.09756325373,0.953752554868,1.04770887813,-0.457509769987,95.8193969727,-1.55238855734,0.194048569668,0.86478166917,1.96656337007,-2.44938382306,-0.420310735881,-3.05914118624,96.0912017822
0.692373,0.596718526487,-0.245820421259,-0.636985522169,1.09717975854,0.954903040459,1.04655839253,-0.457893265184,95.8193969727,-1.55200506214,0.194048569668,0.865165164367,1.96694686527,-2.44976731825,-0.420694231078,-3.05875769104,96.0912017822
0.702394,0.595951536093,-0.245053430865,-0.636602026972,1.09756325373,0.954519545262,1.04694188773,-0.457509769987,95.8193969727,-1.55277205254,0.194432064864,0.865548659564,1.96656337007,-2.45053430865,-0.420310735881,-3.05952468144,96.0912017822
0.712353,0.597485516881,-0.245053430865,-0.637369017366,1.09717975854,0.954136050065,1.04694188773,-0.457509769987,95.8193969727,-1.55277205254,0.194432064864,0.865165164367,1.96771385566,-2.45015081345,-0.41916025029,-3.05914118624,96.0912017822
0.722375,0.59633503129,-0.245436926062,-0.636218531775,1.09679626334,0.954903040459,1.04809237332,-0.457893265184,95.8193969727,-1.55277205254,0.194432064864,0.865548659564,1.96579637968,-2.44938382306,-0.419543745487,-3.05875769104,96.0912017822
0.732356,0.597102021684,-0.244286440471,-0.636602026972,1.09717975854,0.954519545262,1.04732538293,-0.458660255578,95.8193969727,-1.55238855734,0.194048569668,0.865165164367,1.96656337007,-2.44976731825,-0.41916025029,-3.05875769104,96.0912017822
0.742354,0.597102021684,-0.245053430865,-0.636602026972,1.09756325373,0.955286535656,1.04732538293,-0.457509769987,95.8193969727,-1.55277205254,0.194432064864,0.865165164367,1.96579637968,-2.45091780384,-0.418776755093,-3.05875769104,96.0912017822
0.752341,0.597102021684,-0.245053430865,-0.636985522169,1.09717975854,0.954136050065,1.04732538293,-0.458276760381,95.8193969727,-1.55238855734,0.194432064864,0.865165164367,1.96617987487,-2.45053430865,-0.419927240684,-3.05914118624,96.0912017822
0.762377,0.59633503129,-0.246203916456,-0.637369017366,1.09756325373,0.954136050065,1.04770887813,-0.459043750775,95.8193969727,-1.55315554773,0.194048569668,0.865165164367,1.96694686527,-2.45053430865,-0.419543745487,-3.05914118624,96.0912017822
0.772389,0.596718526487,-0.246203916456,-0.637369017366,1.09717975854,0.954136050065,1.04732538293,-0.458276760381,95.8193969727,-1.55277205254,0.194432064864,0.865548659564,1.96694686527,-2.45015081345,-0.420694231078,-3.05914118624,96.0912017822
0.782360,0.59633503129,-0.245436926062,-0.636985522169,1.09794674893,0.955286535656,1.04694188773,-0.457509769987,95.8193969727,-1.55200506214,0.194432064864,0.865548659564,1.96733036046,-2.45053430865,-0.420310735881,-3.05914118624,96.0912017822
0.792371,0.596718526487,-0.245436926062,-0.637369017366,1.09717975854,0.955286535656,1.04732538293,-0.458276760381,95.8193969727,-1.55238855734,0.194432064864,0.865548659564,1.96694686527,-2.44976731825,-0.419543745487,-3.05875769104,96.0912017822
0.802363,0.596718526487,-0.244669935668,-0.636602026972,1.09794674893,0.955286535656,1.04770887813,-0.457893265184,95.8193969727,-1.55238855734,0.194048569668,0.865548659564,1.96733036046,-2.44938382306,-0.419927240684,-3.05875769104,96.0912017822
0.812361,0.59633503129,-0.244669935668,-0.637369017366,1.09717975854,0.954519545262,1.04770887813,-0.457893265184,95.8193969727,-1.55315554773,0.194432064864,0.865548659564,1.96733036046,-2.45091780384,-0.420310735881,-3.05875769104,96.0912017822
0.822385,0.597869012078,-0.245053430865,-0.637369017366,1.09756325373,0.954903040459,1.04694188773,-0.458276760381,95.8193969727,-1.55277205254,0.194432064864,0.865932154761,1.96694686527,-2.45053430865,-0.419543745487,-3.05875769104,96.0912017822
0.832360,0.597102021684,-0.245436926062,-0.636218531775,1.09717975854,0.954519545262,1.04770887813,-0.45712627479,95.8193969727,-1.55238855734,0.193665074471,0.86478166917,1.96656337007,-2.44976731825,-0.420310735881,-3.05990817663,96.0912017822
0.842333,0.597102021684,-0.245436926062,-0.637369017366,1.09679626334,0.954519545262,1.04732538293,-0.45712627479,95.8193969727,-1.55353904293,0.193281579274,0.865548659564,1.96656337007,-2.45053430865,-0.420310735881,-3.05837419585,96.0912017822
0.852346,0.596718526487,-0.245820421259,-0.636985522169,1.09717975854,0.954519545262,1.04732538293,-0.457893265184,95.8193969727,-1.55277205254,0.194048569668,0.865548659564,1.96694686527,-2.45015081345,-0.419927240684,-3.05914118624,96.0912017822
0.862372,0.595951536093,-0.245053430865,-0.636985522169,1.09717975854,0.954519545262,1.04809237332,-0.45712627479,95.8193969727,-1.55238855734,0.194432064864,0.865548659564,1.96656337007,-2.45053430865,-0.420310735881,-3.05952468144,96.0912017822
0.872356,0.59633503129,-0.244669935668,-0.636985522169,1.09756325373,0.954903040459,1.04732538293,-0.458276760381,95.8193969727,-1.55315554773,0.194432064864,0.86478166917,1.96617987487,-2.45053430865,-0.419543745487,-3.05914118624,96.0912017822
0.882377,0.597485516881,-0.245820421259,-0.637369017366,1.09717975854,0.953752554868,1.04770887813,-0.45712627479,95.8193969727,-1.55238855734,0.194048569668,0.865548659564,1.96694686527,-2.45053430865,-0.418776755093,-3.05914118624,96.0912017822
0.892376,0.597102021684,-0.245053430865,-0.636602026972,1.09756325373,0.953752554868,1.04732538293,-0.457893265184,95.8193969727,-1.55315554773,0.194432064864,0.865548659564,1.96617987487,-2.45015081345,-0.420310735881,-3.05914118624,96.0912017822
0.902354,0.597102021684,-0.245436926062,-0.636602026972,1.09756325373,0.954903040459,1.04770887813,-0.457893265184,95.8193969727,-1.55277205254,0.194048569668,0.865165164367,1.96694686527,-2.44976731825,-0.41916025029,-3.05875769104,96.0912017822
0.912353,0.596718526487,-0.244669935668,-0.636602026972,1.09756325373,0.954519545262,1.04732538293,-0.457893265184,95.8193969727,-1.55238855734,0.193281579274,0.86478166917,1.96656337007,-2.45015081345,-0.41916025029,-3.05914118624,96.0912017822
0.922346,0.596718526487,-0.245436926062,-0.636602026972,1.09717975854,0.954903040459,1.04770887813,-0.457893265184,95.8193969727,-1.55315554773,0.194432064864,0.86478166917,1.96656337007,-2.44976731825,-0.419543745487,-3.05875769104,96.0912017822
0.932352,0.596718526487,-0.245053430865,-0.635835036579,1.09794674893,0.954136050065,1.04732538293,-0.457893265184,95.8193969727,-1.55315554773,0.194048569668,0.865165164367,1.96694686527,-2.45015081345,-0.419543745487,-3.05875769104,96.0912017822
0.942359,0.596718526487,-0.244669935668,-0.636985522169,1.09756325373,0.954903040459,1.04770887813,-0.458276760381,95.8193969727,-1.55238855734,0.194048569668,0.865548659564,1.96694686527,-2.45053430865,-0.420310735881,-3.05914118624,96.0912017822
0.952359,0.597102021684,-0.245436926062,-0.637369017366,1.09717975854,0.954903040459,1.04809237332,-0.457893265184,95.8193969727,-1.55277205254,0.194432064864,0.865548659564,1.96656337007,-2.44976731825,-0.419543745487,-3.05875769104,96.0912017822
0.962385,0.597102021684,-0.245436926062,-0.636985522169,1.09717975854,0.954136050065,1.04694188773,-0.457893265184,95.8193969727,-1.55277205254,0.194432064864,0.865548659564,1.96694686527,-2.45053430865,-0.420310735881,-3.05914118624,96.0912017822
0.972365,0.597102021684,-0.246587411653,-0.637369017366,1.09679626334,0.954519545262,1.04732538293,-0.457893265184,95.8193969727,-1.55277205254,0.193665074471,0.865548659564,1.96694686527,-2.45091780384,-0.41916025029,-3.05875769104,96.0912017822
0.982362,0.597102021684,-0.245436926062,-0.636602026972,1.09756325373,0.954519545262,1.04694188773,-0.457893265184,95.8193969727,-1.55277205254,0.194048569668,0.865548659564,1.96656337007,-2.45015081345,-0.419927240684,-3.05952468144,96.0912017822
